City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
731,Minsk,BY,53.9,27.57,44.6,100,90,6.71,light rain
732,Puerto Maldonado,PE,-12.6,-69.18,75.34,66,13,1.7,few clouds
733,Samfya,ZM,-11.36,29.56,68.14,64,39,5.21,scattered clouds
734,Adrar,MR,20.5,-10.07,77.65,19,0,7.61,clear sky
735,Nanortalik,GL,60.14,-45.24,38.55,86,100,19.15,light rain
736,Shenjiamen,CN,29.96,122.3,60.13,60,95,12.64,overcast clouds
737,Yate,GB,51.54,-2.42,39.99,92,0,2.06,clear sky
738,Beatrice,US,40.27,-96.75,64.99,39,1,13.87,clear sky
739,Batagay-Alyta,RU,67.8,130.41,-2.9,91,13,0.29,few clouds
740,Natchitoches,US,31.77,-93.13,50.0,100,1,4.79,clear sky
741,Thinadhoo,MV,0.53,72.93,82.99,71,93,5.55,overcast clouds
